polarity,title,review,review_length
1,Great pan for paella fans!,searched good paella pan reasonable price search ended good price truly great pan dish paella crowd use pan brown/simmer seafood chicken etc equally good making scrumptious dutch apple pancakes,193
0,HD DVD Incompatible with our new HD DVD Player,even though new sony hd dvd theatre system could play hd dvd two incompatible 's warning inside dvd may download software hd dvd player make compatible hd dvd time warning amazon.com otherwise would never bought complete waste money us watch return amazon 's return policy states returns must new unopened condition,315
0,Not Child Size. Not Even Close!,gloves adults child hands could ever fit bought gloves 5year old even close fitting hands worth cost total waste money,118
0,Heart of a Warrior,enjoyed johanna lindsey 's books book listing unabridged audio tapes slowest boring book heard read years.the story drags makes little sense sometimes seems words fill space.johanna still big fan please stick best stay away type storyline,238
1,fix the typos,love series books learnt history england ever school however enjoyment marred number typing errors kindle books getting worse new book truly annoying stop flow reading try work word intended,190
1,Great Resource!,found book great resource dealing essential oils especially recommend book beginners,84
1,"Awesome, Underwater pics so easy and safe",used scuba pictures 20 mts great used take cammera beach sand wount ruin great also surf action pictures,104
0,Weight Issues,issue product filter place spray head top heavy ball joint would slowly fall sprayer faced straight down.the overall make-up shower head decent spray modes lacking bit modes would blend together.overall idea head good price use provide coupler fail 'll hold sprayer time,270
1,We did a good job on it!,mathew broderick alot hard work movie 1 year talk lovely lions trust matt drank alot honey tea keep voice normal tone movie good 1 paid,135
1,"Lock, Stock & Two Smoking Barrels",one best written best cast entertaining films ever seen favorites include raising arizona performance el topo swept away lina wertmuller version school rock fargo provide context,178
1,Best Arnica Montana!,dermal filler without bruised 3 weeks dermal filler bruising week vanity issue buy,82
0,disappointed,children patience touch listen asking lot toddler two children age range neither ever interested toy,100
0,not easy to grip,picks slip fingers easy 're smooth guess dunlop picks much easier keep gripped,78
1,A Twisted Fairy Tale,loved upon time season 1 watch stories characters still good fairy tales woven story wow intricate series get seen first season recommend start beginning otherwise know going everyone know,188
0,annoying monitor,completely annoyed monitor makes constant static white noise drives us crazy plus picks radio waves hear beating drum late night would reccomend monitor,152
1,EXECELLENT Book,purchase replacement one loaned never made back home gf uses book lot references healing,88
0,"Poor editing, incredibly poor binding",book poorly edited devoid visuals diagrams pictures etc .additionally paperback version book literally falling apart binding cheap pages book tearing impressive hundred dollar textbook would recommend older hard bound version book choice,237
1,card tray,us 4 great grannies find playing card games much nicer slide deck around 'tray,78
0,"I see a lot of Spin, But where are the Facts?",deliver us evil sean hannity proves master spin almost always wrong side facts book good example blame everything democrats tactic republicans hide behind recommend book like hearing tired republican rhetoric repeated,217
0,"This is a nice stand, but there is one problem.",used stand last years church set break everything week within one year one 5 stands bought broke one way another careful things may problem load trailer every week n't last,172
1,Couldn't have been better!,book master hei long informative easy understand follow time many many pictures writing guiding step 13 years age gained lot knowledge book encourage read book study best resutls recomend book people ages,204
1,Excellent product with many features at reasonable price,use product every day enjoy every minute elegantly designed looks good decor house two main features pushed toward product competitors lot different digital picture frames market usb port input media cards allowed flash drive usage rechargeble battery allows product used close sofa dining room without plugged,310
1,Very good automatic monitor,mostly satisfied omron hem-780 automatic blood pressure monitor comfit cuff works well fairly easy use instructions use good.i little trouble putting tight enough anchor well enough 25 time put tighter redo test,211
1,got to get this,excellent product clear easy second time bought great teacher teaches u.s tacoma june want use everyday thanks amazon,117
0,Harmful 'how to' guide,book like 'how guide creating dissociative identity disorder bad thing lot learned 12 years since written like courage heal book banned circulation,147
0,can you say class action ?,kidding aside probably worst toy ever sold might well spend 40 box says got ya sucker open really n't even work think really ever intended work seriously next year buying kids old fashioned wooden plane worst part reveiw least give 1 star,238
1,old style program,dvd kind corny old style program might seen school back day,59
0,It's a donkey or hinny not a lama,claims one picture travel book lama standing close car actually either hinny donkey least likely mule near car,110
0,Actual Miles: Henley's Greatest Hits,shipping charges added already inflated cost cd could bought two cds walmart also received crack hard plastic case cd loose inside rattling around n't appear effected integrity cd still great way receive something paid expecting new product beat,245
1,Just Wonderful!,album wonderful love song sparkle star first heard song heard movie dancing blue iguana thought really good,107
0,Won't buy until there's Blu-Ray,simple disney squeezing final teet milking masses another got ta dvd buy blu-ray comes,86
0,PHILLIPS PLASMA -WASTE OF MONEY,within 2.5 years plasma tv repaired twice half ambilight went 2 trips picture red flashing lights indicating electrical failure wonder major retailers sell phillip 's junk anymore customer service reminds soup nazi favor cut cardboard box puppet show use money saved cruise,273
0,Blu-Ray Extras?,wonder amazon going post review.why n't blu-ray special features wtf wrong people buy blu-ray hd dvd extras,107
0,Probably not worth it,bright first button began malfunctioning emailed customer service never heard back n't know problem unit poor quality button,124
0,Not Much Variety - One or Two Good Songs,really dialogue mixed music album starts sound quickly.i enjoy title track well vultan 's theme used awesome arcade game vanguard,129
1,"Excellent choice, will become a classic soon!",daughter received ark first birthday loves loves taking apart putting back together really one toys many plays constantly loves name animals learned pick plus odd may sounds used animals teethers teething rings lol anyhow one going play long time recommend anyone kids,268
1,Very good stage production,realized confronted 4 hour production decided watch got tired quit quit end wanted,82
0,Immediately Returned,phone work well cheaply constructed lasted 2 hours box,54
1,Okay...adds fun to kitchen play,material thin meat slices small match quality bread printed details circles felt guess since small thin kids pile sandwich tend scatter get lost easily parent overjoyed product especially coming haba time favorite toy company usually surpasses highest expectations,264
1,Used for Research,used recorder dissertation interviews problems sound quality lp able download disc transcribe even used transcription service problems quality.great value,154
1,Comfortable and wears well.,husband pleased pants matching top comfortable wash well far wearing well,73
1,Glamorise MagicLift,buying particular bra years fits well learned correct size needed hard shoulders durable since expensive needs last long enough get money 's worth,146
0,This movie sucks,needed filler buy 2 get 1 free got one free movie sucks,55
0,All the small things,blink 182 great band opinion best small things great song loved day one cd first came emema state ok cd guess blink 's old stuff way better older blink fan like may enjoy cd much liked cheshire cat buddah dude ranch,215
1,oz fith season,ended buying 6 season box sets.hbo amazing job series boxed sets,64
0,Useless as a print server,professional love linksys products however product needs development difficult setup work well many printers support could give additional information list printers ones issues also apparent problem multifunction printers since first question asked 2 different occassions,271
1,Listen to it loud and over and over again.,listen cd better gets admit exile good good songs well cd totally makes non-rockingness exile.btw stop comparing band rage soundgarden band called audioslave,157
0,Incoherent; good only for a few chuckles,okay crawling girl dvd cover movie sure 's set italy priest shows offer help people dumb things still try get building end makes looks like might plague something going village nothing rest plot,194
0,Why do directors use bad actors? Dont' recommend this.,know smith 's kid act yet continue use movies pontential good end disaster yes smith deep pockets pay way get kid movies enough enough would even rent red box big blu ray/dvd collector one sold shelf,199
1,What a wonderful gift to give our children!,susan wise bauer great job telling story world homeschool boys read along workbook history class great way get kids know facts history without pounding facts little heads read story retain much information boggle mind awesome aid homeschool parent,247
0,Has Cornwell Lost Her Touch,inconceivable someone day age use e-mail identifier profile obvious dr scarpetta people tried kill torment e-mail story weak attempt lure female readers scarpetta/benton previously adulturous romance fails story compelling poorly developed debacle hornets nest expected much continue disappointed,296
0,Save your money,bought movie recommended purchasing barbie christmas movie guess read buying movie children watching 4 year old ended shutting characters scared much like nut cracker stories,174
1,diffucult,found instructions little unclear fiddle around figure worked,61
0,No so good,unable program 2003 windstar requested return ever reason received rma,70
0,twe-1185,user freindly complicated happy even help trying decifer bad investment way 74 computer literate learned computers begining 1970,128
1,It's simply amazing!,sum wonderful book small review book outstanding awe whole time read harry next truly could put book 14 read whole lot although know 14 year olds read lot anyway book made want know going happen next keeps edge seat,215
1,"sabrina,the teenage......mermaid?",please send address one copy book photos melissa joan catherine hart,68
0,Dell Inspiron replacement battery,battery 30 minute charge received would hold one charge another classic lemon product never buy product company junk,116
1,You're never too old for Star Wars,first say college still like read stuff although plot writing simplistic characters wonderfully drawn really enjoyed delving book wait next characters act logical ways even brings impasse end,191
1,what a way to begin the Millennium than with Teresa!,collector saw teresa thought one glamourous teresa dollsto come along time.she one pride joys teresa doll collection.mattel really went great lengths one,153
0,Possibly the worst album ive ever heard!!! EVER!,album nothing songs carry riff made 'alive waste money something thats good,75
0,Bad luck,toy terrible son thrilled receive strings broke time lost interest say would recommend guitar,93
0,"If you loved ""Ulysses"" and its prequel",'s taste 'll entertained book better worse class,48
0,doesn't work,gauge work cost time involved return original cost one shortcomings buying online,81
0,This sucks in a bad way,worked fine around year suddenly turn live repair makes since pay high shipping fee took apart find rubber gasket near motor spins got bound somehow tripping something burned motor going 200 piece trash dumbster tommorrow,221
1,4- Piece Ventvisor,ventvisor order amazon.com make tacoma 1998 look nice 's easy install like much smoker smoke raining even raining smoke coz open window little bit thanks amazon co-worker asking buy ventvisor tell go amazon.com,210
1,The Atonement Child,give book 10 stars story complete faith put top list books read,63
1,Nice music,enjoyed cd songs changed style ok ones stuck old style great lionel richie fan since commodores waiting cd many years appreciate good music cd,142
1,It will bring you to a different world...,world totoro magical place totoro lead adventure life-time hop cat-bus would gladly rate hundred stars instead 5 infact favorite movie whole entire world 's sop magical beautiful world totoro 'll always safe sorry got sorta lost world well anyway please buy movie 's best whole entire world please,297
1,Simly awesome,ability poke fun one offensive ability thread together different statements made far apart show 's genius executive transvestite,128
0,Ragtime,saw musical play good book uses language appreciate required shock factor needed,80
0,POS - Dont bother with this one,2 last.they sre cheap plastic float valve easy mess upwhen try tighten hose also hose conectionneeds special parts make work right.i looking better built one,157
1,The absolute best juicer I've ever had,many juicers years absolute best kid thanks breville,52
0,"Too much commentary, too little original material",much commentary little original materialtoo much commentary little original materialtoo much commentary little original material,128
0,Same problem ...,problem like reviewer mentioned could install bluetooth device using ms driver use pda sync etc setup network tried options might uninstalled driver n number times result belkin support good provide solution one line uninstall driver reinstall know people may knowing uninstall driver,284
0,God forbid you are a G type!,excited get book knew people lost weight using um g type get eat nothing minimal protein lot 's fruits vegies seasoning little fat honestly n't need book tell good idea made food way much bummer 'd rather 10 pounds weight able enjoy steak,238
1,Phyla Indeed,great text phylogenetic classification 's different species related past present earth history ages paleontology metazoan anatomy biology need learn earths development natural selection great drawings detail also text help better understand origins phyla,254
1,"Pretty, but stone is not beatiful itself",pendant really well designed pretty like stone malachite bad bead,65
0,Experience The Deep,love god purchase dvd awful educational entertainment value sound video crap would give anything go back time get money wasted damn video learn mistake n't buy anything madacy entertainment anyone recommends dvd must work guys,226
0,Give it a Chance,really chick flick slow start good finish want smack sense main character watch new sister law nothing else hoot really show stupid people get weddings n't stop credits roll want miss part lmao,193
0,too small,pair ssg gloves love thought lined pair would good winter could however find anything help know right size turns ladies universal 6/7 small small hands wear gloves move bend fingers easily makes rather useless,209
0,not good,shampoo made hair oily shampoos stoped using bought different shampoo working much better one,93
1,Would buy again,lovely product leaves hair great condition sure smell linger dried styled hair unpleasant unusual,97
0,too predictable,trying hardest creept like someone said read like pre-teen novel,64
1,Gansta Rap that Bumps!,gangsta rap best ice cube wc mack 10 put lookin somethin blown windows lowrider plug like criminals bumps,105
1,Bright and colorful ! Only for those who are into Thomas!,child thomas friends would answer yes regards purchasing item need beware quality material standard thin itchy take package wash use rinse softener plus dryer sheets get softer yet take one washing.yet washing colors remain intake well washing son n't mind sheets wants sleep thomas and/or james favorite engine,311
0,"Curious, so I bought it",another trying hard wannabe dance diva stick singing ballads,60
0,0.o Right-o...,ugh 'll hand sinking diva knows flaunt n't mean sing thing gets every song disc sound loud annyoing pointless 'll agree previous reviewer written someone else cd would zip got girl going,186
1,waiting,thought book sams daughter would new things jfk 's death .it info ihas benn years guess people know things us n't herd yet keeping quiet died yeras ago.it 's stuff read years .nothing new,187
1,Good book,bought one husband truly enjoyed reading although think quite read yet information accurate interesting,103
1,Best Metal Album of 2004,title says songs killer absolutely filler highly recommended,60
0,Very disappointed..,sound album far 80 's despite fact released 2000 seems emotion singing songs quite drab uninteresting rather large beach boys fan n't hit spot even carls voice never shows sign power whatsoever compared brian wilsons imagination album poor,239
0,Generic radio trash.,nickelback cancerous tumor today 's music industry simple know pretty much every new song hear radio dude rock band god knows happen hear someday anything chad 's annoying vocals please support guys buying,205
1,I want this movie- where's the DVD!!!!,loved movie kid went look old copy gone sad day wanted show daughter recently become interested movies like came searching dvd think fact people selling vhs 40 show producers movie needs come dvd,195
0,be careful,work lg lcd television delay long even adjustements work well bose system either,80
0,Opportunistic Lies,book patent nonsense so-called christian motivated lie political personal economic reasons claims absurd things like witnessing changing human beings animals kimberly daniels psychotic book useless sane people authentic christians,230
1,Do Kids These Days Even Listen To This?,alright 13 hate modern music acceptions deadly snakes king kahn bbq show love kinks billy childish mc5 syd barrett album one best ever heard listen modern lovers really dig considering kids forum could get guys vonnegut ginnsberg,229
1,You don't need kids to enjoy this book,jon scieszka takes traditional fairy tales twists around come amusing book lane smith adds fantastic illustrations life fun book pull every search another laugh another angle illustrations notice even though scieszka 's books sold children 's section much joy adults kids,271
0,Another crass moneygrab book,old interviews rehashed magazine another example comics journal trying wring big sack cash dead artists know 's nice artwork 's unavoidable would better served book publisher respects artists one 's trying cash,210
1,What's With The Haters?!?!?,album awesome one icp 's best 's different earlier stuff still awesome highly recommend album juggalos good listen album good.mcl.jono,134
0,movie scrambled in middle of movie,movie scrambled middle could watch part movie contacted anyone movie,68
0,8G memory stick,8g memory stick worked well first couple hours sony psp suddenly lost exactly half 4g capacity seems uncommon counterfit chips 's still working okay 4g stick confidence continue recommend cheap memory devices money better spent full price genuine article,254
1,Excellent,favorite movie 2011 story charming city looks even better movie real life although looks really nice real life also woody allen filmed flick warm tone cinematography wonders enhance mood rented netflix saw twice decided buy future shows great blu-ray,250
0,Piece of Junk!!!,two lasted one season started use second season tops pop watering hooked water timer notice next day total waste money,118
0,completely disappointed,stupid movie completely regret paying paid 4 15 think wish could get rid,72
1,Get the hardcover edition if you can afford it,many many b w photos book worth reassuring pain de mie recipe alone,67
0,What was this film for?,anyone knows please send email something.the scenario demi moore takes clothes earn money support daughter.the plot half baked conspiracy twist worthy even starsky hutch.the acting script level starsky hutch.it interesting real suspense certainly erotic even slightly arousing funny either,289
1,It Works!,year old 40 lb terrier must thought trying alaskan iditarod working training walk nice leash exhausting read product somewhere thought 'd give try amazing like pure magic walked beautifully first time put sure works real gentleman,230
0,Party pooper,disappointed latest album one two songs could find redeeming qualities stick silent alarm,89
0,123 Junk!,might worst software ever used foolish enought buy twice first time worked great two weeks went blink tried uninstall re-install luck year later bough time would work book want try customer support help forget awful product company needs stop putting market everone ever used product need let folks know buy save money,318
0,1 star for calling that a movie 4 stars for good HOME VIDEO,'s amateur vhs camcorder made effects sometimes bad sometimes look like pizza bad actors looks like film student job seen worst violent aka zombie doom aka infantry doom .not deserve name movie good home video go braindead texas chainsaw nekromantik looking japeneese ringu kairo much better 16mm film instead video,315
0,Never worked. Waste of money...,big waste money looking forward getting guess either something wrong w battery whole thing,90
1,OOOOHHHH MMMMAAAAANNNN!!!!!,saw movie theater came first like another first person digital film expecting another cloverfield could ever wrong movie wife stitches amount destruction mayhem cause movie awesome 17 would want party like one movie 's hard believe cast first movie ever movie definate buy blu ray comes come june 19 get tomorrow 5 days go,322
1,Holes Review,hi 8th grade read book holes reading class thought book really good liked stanly went go look zero start reading holes never want put book hope go read book really good,168
0,Not STABLE!!,two lost game saves card uniquely enough pikmin game causing problems game saves still worked n't keep around long figure game saves would get corrupt.i sold back electronics boutique bought nintendo puny 59 memory card ever failed nintendo larger memory card favor buy nintendo card,283
1,THIS IS THE BEST BOOK!!!!!!!!!!!!!!!!,book tells girl hatie travels oregon trail story told real feel trail read laughed cried read must enjoyed try reading rest series whole set,140
1,great pot,pot heavy nicely made great making soup go oven also looks nice left sit stove days look also magnalite roaster cook 22 lb turkey less 3 hours lid seals tightly bird comes juicy,177
1,Love It!,one quietest humidifiers ever used love split nozzel warm/cool mist option well worth money month believe went long without great buy totally worth extra money good humidifier,175
0,Even the rose has its thorns.,book opinion o.k book beginning slow read however pace pick bit towards end good story lesson attached took awhile get say pretty mediocre book n't real pull n't draw emotions also felt connection charecters would recommend friend,230
1,A good pen,pen decent tip right amount millimeters like sometimes bleeds ink seems inconsistent writes well looks great design lacking somewhat big deal grip comfortable could extend bit fingers fit overall good pen,204
0,shockingly bad,although costs ten dollars less canon version would think ought sold far less absolutely shocked cheaply made opened already feels though going fall apart deeply disappointed product,182
1,Very pleased with this item.,since potato ricer making best mashed potatoes ever made good size easy use nice strong fits comfortably hand,109
0,"Doesn't shred staples, envelopes or labels!!",purchased item read materials plugged shred staples envelopes labels could n't believe took back ordered different brand read warnings purchase next item make sure shreds hope helps,181
1,Great Bargin,home dock great small way works perfectly better sound quality siris actually stopped sirius subscription changed xm sound 100 better,133
1,my favorite cookbook,received cookbook gift sister contains enormous collection recipes details best way make item authors tested multiple recipes explain selected recipe best recipes virtually foolproof,182
0,Lehi Cave,thought thought provoking yet sketchy inconclusive video kept planting questions never really answered would liked seen authorities mormon add opinions overall video made discovery appear tourist trap making,207
0,It ain't jazz!,may unfair listening two samples like band 's sound like rock band percussion section overpowering melody mmy okay another key still drummers loud hard make melody line true test jazz recording swing band n't fire drummers,222
0,Abismal,thank god smart enough turn 45 minutes thats hour life saved sleeping get screwed 3 though give 3 homeless person burn keep warm rent 'll glad,142
0,Huh?,"supposed show election close gore actually received 300,000 votes bush reason bush one electoral system favors small states discounts votes populace states weird system tends benefit conservatives",196
1,If Only More children's books were as well written!,youngest brother read book loved begged read stoutly refused 's foolish kiddy book told would hardly interested stuff well finally agreed read chapters could put people came room talk would get mad wish books children read to-day well written excercising imaginations,267
1,Easy to use,would like know basics hebrew language easy use understand,58
0,"AWESOME, WHILE IT WORKED",case krap krapi return mine store 3 monthsbeware case ca n't take 1 ounce weight,80
1,Assessment,liked dvd quick easy know 20 minutes cmpleted,45
1,Love Fiber Choice!,would recommend product anybody trying stay regular especially pregnant women 3 months pregnant troubles started taking product regularly chew two day absolutely worries product consistent works system naturally end bloating gas bought supplements include calcium vitamin-d doubts give baby stronger healthier bones need,320
0,Horrible!,horrible horrible horrible find word describe song always thought mariah bluff sings song since 1990 without mr mottola beside game hope love talented singers mariah one rated song 1 star could rate,198
1,An OK effort.,new songs renditions old ones different overall disapointment still fan talent,78
1,Quality and Quantity! A great buy for my classroom.,students use colored pencils number projects classpack makes easy serve everyone pencils came presharpened jumped project right away handy sharpeners bonus,155
1,Cute action film,despite corny unrealistic action moves especially beginning really enjoyable watch cops robbers chase india brazil love story irresistible well believable performance aishwarya hrithik,184
0,Post-2007 update,2007 echo bridge issued new sets covers reversed content mixed around contents well result seeking specific cartoons go well-meaning guide earlier reviewers almost certain disappointed counsel avoidance echo bridge products unless somehow new fleischer animations seeking introduction,284
1,Full of insites that can be applied in every business,every business growth business full insights applied every business book confirms philosophy grow businessess profitably set valuable applications chapter three commonsense capital must read want sharpen business acumen,219
1,Got just what we wanted,item perfect shape exactly wanted received quick timely manner,62
0,You've got too be kidding,game one favorites questions challenges redundant impressed would recommend others,82
0,"Dead On Arrival, in a used casket",item repackaged badly broken big disappointment amazon standards although ship always big gamble amazon sell stock rather third party replace must wait refund buy turkeys,170
0,One of 200 Chandler's books.,recipe la chandler good pictures poor errors text maps rush rush impression author wants finnish quickly book write chess farming angels see amazon.com yes looked fuengirola battle poles trashed britons completely outrageous chandler writes battle,247
0,Wasteful,disappointed labeler wastes tons label tape way change blank tape margin wastes half tape cassette,98
1,Food Steamer,love great able steam 2 different things disappointment instruction manual clear water level use various foods use high worked ok,129
1,Nice Poster,surprised poster arrived quickly-just time christmas poster couple wrinkles framing could see considering great price quick shipping pleased,140
1,Killer Progressive Rock from the South of the World,patrimonio third album chilean band maybe best contrast acoustic electric composition works extremely well music goes progressive jazz rock strong hard rock feeling classical acoustic side.if like progressive rock disappointed album highly recommended prog fans,261
1,Choose life...,book someone live tried commit suicide tells journey dark taking overdose christians always taught take life belongs god chose born choose time go home jesus died us lives belong even though tried commit suicide god saved darkness brought light never leaves usno matter dark feel life call,289
1,Best of the Best,bought heart go enjoyed titles especially tell need,51
1,An enlightening piece of work by a lady of experience,book certainly n't seem leave much wilson provides lots pictures descriptions examining every inch palm mounts bracelets wrists good luck may read another palmistry book definitely valuable book anyone interested worth way cover price,234
0,Flimsy Design Consider the Lutron 3-gang,plastic looks feels flimsy around prince get thelutron sc-3-sw claro three-gang wallplate snowwhich easier install much sturdier looks much nicer,145
0,BEWARE...this is 1979 music...,purchased based upon 2001 release yes 2001 release music 1979 vocals swedish musically decent tracks known 1979 swedish would definitely passed,143
0,boring,past page 100 still heard virtually dialogue nearly entire story revealed third-person description lindy 's thoughts thus huge distance readers characters events story writing pretty nuanced getting like navigating poetic slurry going nowhere fast,247
0,Expensive and No Good,purchased pillow dec 2010 already broken point longer supports neck april 2 2011 little 3 months since purchased would waste money buy different brand,150
1,Interesting and full of suspense,already read book twice recommend readers ages mr hill command english language exciting writing style,102
1,"An essential read, even today",common read essential read read frederick douglass youth work helped inspire thirst knowledge freedom,101
0,This stuff is garbage,circumstances buy ram.pc133 sdram basic get according specifications trouble working computer well stuff junk put old ram back get machine boot find something reliable,167
0,Complete piece of garbage!,guy basically stole huge blocks information uspto website n't waste money ripoff visit www.uspto.gov instead amazon pull book site service customers,148
0,Unusual,agree reviewer collect card sets art work one unique weird bizarre 's near impossible figure going within image worth art deck opinion pretty much impossible read,162
1,Great Item,great coffee maker period exactly described makes one cup shuts personally like automatic shut way worry leaving coffee maker easy clean easy use great product seller,166
0,Not So Much...,found godzilla toy half price toysrus also found godzilla twice size one price toysrus,86
1,Great,thought really going like heard turn like man talent album great even though really care chopped screwed albums,111
0,Convoluted,living bahamas ex-boater expected embrace book instead found difficult like characters main character girlfriend almost perfect guy knows everything humility borne bahamas feature characters really get,201
1,Awesome book,would recommend book anyone interested development women islam africa book portrays anthropological feminist insights construct critical ethnography furthermore explores difficulties women developing countries must face daily basis received book within week purchase book excellent condition would recomment seller anyone,321
1,Fine accessory for anyone with a table saw.,bought two delta table saw using one dado insert zero clearance insert must say extremely happy quality snap set adjusted screws ensure perfect fit highly recommended table saw,176
1,Solid Performer,excellent image quality across entire zoom aperture range lives da designation f/2.8 shutter speed provides shooting lower light conditions attached pentax k20d results fast quiet focusing good color sharpness characteristics drawback lens bit bulky 77 mm diameter opening heavy,278
0,Useless,waste money absolutely good believe one word glowing reviews different smells bad get bottle wine lubricant actually deserves minus points,138
1,Required reading!!!,taught butch 101 wish shelves local library especially local high school,72
0,shipping is a joke,bought machine thinking 1 2 weeks shipping three weeks go say another month befor shipping new would take long id bought someplace else another 30 days march 29th see wont buy service,183
0,I have never wanted to beat a director and writer this much!,without doubt worst movie ever seen aside lacking completely worthwhile dialogue storyline movie blunt disturbing sheer sake understand movie ever go past step pre-production unless feel need horribly repulsed enjoy pissing away money even consider horrible excuse movie,270
1,Really Corny but Lots of useful info.,title sums know diddly squat wife pregnant worth watch probably could find info wikipedia something though felt worth,117
0,Warning doesn't fit PhD multi,well made mistake another reviewer got phd multi product probably ok description needs bit warning,98
0,Not Very Impressed,know reviews great even though still use book still searching something meat illustrations poor though children complain content lacking opinion touch important moments lent stations ash wednesday crucifixtion etc hoping,220
0,FORGET GENEON/PIONEER,n't buy geneon/pioneer 's waste time money wont get rest season/series find import sorce maybe sub atleast 'll get whole season/series.rightstuf geneon 's rep u.s removed lists.you wont get,189
0,There are better leave in conditioners out there,care product much due white residue left hair discontinued using product besides natural hair girl searching product natural mostly natural product fit bill,156
1,Good,fairly good album bought younger played maximum carnage noticed music game much better ordinary game music one dissapointment game listen black sabbath song 'the mob rules however cd n't song performed jelly good comical thrash album,233
0,I hate this book,hate book sooo much n't help u school whatsoever orchestra stupid book made mad said u r orchestra u r geek sooo true buy something else money,142
0,It Broke the first time I used it,broke first time used manufacturer would replace used wrong kind disc print,75
1,A Guide that Works!,books insightful dig lot dust find good stuff books fun read 's much found 'change like slinky'having best one leads organization discovered practical insights leading change process 'slinky helpful navigating future changes material used train team great illustrations practical steps follow book also great read,313
1,Glee,ca n't get enough great season music dance numbers always nice review,69
0,Boooooooooooo.....,boooooooooooooooo boooooooooooooooo terrible punk backstreet boys cover fight power would credibility blue-collar lyrical concerns get,134
0,Imposssible with Windows NT 4.0,rushed buy palmv reading great reviews find use reason despite fact administrator installed logging administrator access/use palm desktop definitely worth money link/synchronize desktop anyone fix common problem would appreciate help thanks,240
1,This is Christmas,imagine christmas without disc think joyous time year soundtrack,64
0,"Not good, okay ONLY for beginners to Visual C++ 6",author teaches minimal basics using visual c 6 personally found author hard follow kept flipping back forth book find instructions learn record time true unless really follow author 's code,189
1,Love the chain,ordered 16 chain happy 's thick nice looking definitely worth price,67
0,Adapter works just the way it says. yay.,always problem companies charging gain access saves games already paid imagine would much trouble include ps2 memory card slot ps3 another chance squeeze little profit us helpless consumers adapter works fine required first place,229
0,Only For Children,impressed book written quite ago 's true life heinlein 's work low-brow work n't read 's worth time,99
0,Nu-bra,bra fit company advertises returns said would take bra return due hygiene worn packaging whole company intimates sure say returns say returns never buy shop internet lot,169
0,Formula disease,although cleverly plotted paced well mr coben come formula disease far early career drop shot see paragraphs scenarios could cut pasted two earlier novels enjoyable read standard mr coben many awards set,203
0,Griffin RoadTrip FM Transmitter and Car Charger for iPod (Black),bought griffin roadtrip fm transmitter working one week later charger stopped working tried get touch griffin never gave response received credit amazon would recommend roadtrip anybody,185
1,The best price around,charge buying products needed maintenance department ones needed best price thanks help,87
1,Unbiased,white light dark night revolutionary life john paul irarely seen book written vatican unbiased one thoroughly recommend although one go quite bit detail draw ones conclusions well worth read,190
1,Warrior-Healer,flags fathers excellent account u.s navy corpsman fellow marines world war ii warrior-healers warriors read book,112
